nom,prenom,groupe,beneficiaire,adresse,descriptif,programme_budgetaire,montant
DELCOURT,Guy,SRC,"Pont à Vendin",,"Travaux d'intérêt local",122-01,10000
DELCOURT,Guy,SRC,Harnes,,"Travaux d'intérêt local",122-01,14400
DELCOURT,Guy,SRC,"Loison sous Lens",,"Travaux d'intérêt local",122-01,14400
DELCOURT,Guy,SRC,Lens,,"Travaux d'intérêt local",122-01,15000
DELCOURT,Guy,SRC,Billy,,"Travaux d'intérêt local",122-01,15200
DELCOURT,Guy,SRC,Avion,,"Travaux d'intérêt local",122-01,19400
DELCOURT,Guy,SRC,Sallaumines,,"Travaux d'intérêt local",122-01,19400
DELGA,Carole,SRC,"Commune de Galié","31510 GALIE","Transfert mairie avec agence postale communale",122-01,9000
DELGA,Carole,SRC,"Commune de Labastide Clermont","31370 LABASTIDE CLERMONT","Aménagement et achat de mobilier",122-01,8000
DELGA,Carole,SRC,"Commune de Cier de Luchon","31110 CIER DE LUCHON","Remise en état d'un chemin touristique",122-01,3000
DELGA,Carole,SRC,"Commune d'Encausse","31160 Encausse les Thermes","Refection de la buvette thermale et des fresques",122-01,10000
DELGA,Carole,SRC,"Commune de Portet de Luchon","31110 PORTET DE LUCHON","Remplacement couverture en ardoise de l'église",122-01,8000
DELGA,Carole,SRC,"Commune de Martres Tolosane","31220 MARTRES TOLOSANE","Travaux à la salle associative",122-01,30000
DELGA,Carole,SRC,"Commune de Huos","31210 HUOS","Construction cantine scolaire",122-01,17000
DELGA,Carole,SRC,"Commune de Mirambeau","31230 MIRAMBEAU","Restauration bâtiment communal pour installation mairie et logement locatif",122-01,6000
DELGA,Carole,SRC,"Commune de Urau","31260 URAU","Restauration et aménagement de la salle des fêtes",122-01,18788
DELGA,Carole,SRC,"Femmes de Papier","31800 SAINT GAUDENS","Association pour la défense des droits des femmes",137-11,4000
DELGA,Carole,SRC,"Chapelle Saint Jacques","31800 SAINT GAUDENS","Centre d'art contemporain",224-02,6000
DELGA,Carole,SRC,"Voisin Voisines","31160 ARBAS",Théâtre,224-02,2500
DELGA,Carole,SRC,"Radio Nostalgie Pays Comminges","31110 LUCHON","Radio locale",313-03,4500
DELGA,Carole,SRC,"Ecoute moi grandir","31800 SAINT GAUDENS","Médiation familiale",106-01,3000
DEMILLY,Stéphane,UDI,Hattencourt,,"Travaux de réfection de la mairie",122-01,6500
DEMILLY,Stéphane,UDI,Heudicourt,,"Achat matériel et équipement informatique pour le groupe scolaire",122-01,3000
DEMILLY,Stéphane,UDI,Tertry,,"Remise en état du pont de l'Omignon",122-01,2700
DEMILLY,Stéphane,UDI,"Acheux en Amienois",,"construction de quatre classes dans l'enceinte de l'école primaire",122-01,10000
DEMILLY,Stéphane,UDI,Arqueves,,"remise en état de la cloche de l'église",122-01,6000
DEMILLY,Stéphane,UDI,Allaines,,"Travaux de sécurité sur les contreforts de l'église",122-01,5000
DEMILLY,Stéphane,UDI,"Le Souvenir Français - Délégation de la Somme","Délégation de la Somme du Souvenir Français
24, avenue Claude Jeunemaître
80160 CONTY","Rénovation du monument érigé
du soldat François-Henri Thomassin, mort pour la France le
30 septembre 1914",167-02,1000
DEMILLY,Stéphane,UDI,"Chorale ""Les Roye de Chœur""","Mairie - Place de l'Hôtel de Ville
80700 ROYE","Achat de matériel instrumental, sonore et lumineux pour les concerts",131-02,2000
DEMILLY,Stéphane,UDI,"Artois Insertion Ressourcerie A.I.R.","3, rue des Frères Coint - 62450 BAPAUME","Acquisition pour le site de Péronne d'une centrale d'air pour le
décapage mécanique des meubles récupérés en vue de leur revente",304-12,1000
DEMILLY,Stéphane,UDI,"Boxing Club de Roisel","2, rue de la Remise du Moulin
80980 DOMPIERRE-BECQUINCOURT","Achat de matériel pour le club",219-01,1500
DEMILLY,Stéphane,UDI,"Union Sportive Roye-Noyon Cœur de Picardie","Stade André Coël BP 90003 - 80700 ROYE","Achat d'un minibus pour le club",219-01,5000
DEMILLY,Stéphane,UDI,"Les Etals du Coquelicot","Chez M. Dominique DACHEZ
413, route de Bapaume - 80300 POZIERES","Acquisition de 2 barnums et de sacs sérigraphiés",134-02,1300
DEMILLY,Stéphane,UDI,"Toutencourt Mémoire et Culture","Mairie de Toutencourt
5, rue Longue - 80560 TOUTENCOURT","Tranche 2014 des travaux de mise en valeur de la motte castrale de
Toutencourt",175-09,5000
DEMILLY,Stéphane,UDI,"Association pour la Sauvegarde et le
Développement des Hardines","Mairie de Ham
7, Place de l'Hôtel de Ville - 80400 HAM","Achat d'un terrain pour y faire un jardin pédagogique à destination
des écoles",113-07,1000
DEMILLY,Stéphane,UDI,"Autisme Picardie 80","12, rue de Chuignes - 80340 CAPPY","Achat d'un véhicule pour les infirmières du foyer d'accueil médicalisé
de Bray-sur-Somme",157-05,2000
DEMILLY,Stéphane,UDI,"ADMR de Monchy et Environs","12, Grande Rue - 80200 MONCHY-LAGACHE","Achat d'équipements informatiques",106-01,1000
DEMILLY,Stéphane,UDI,"Association Tourisme et Loisirs à Sancourt","3, rue de l'Eglise - 80400 SANCOURT","Achat de matériel pour l'entretien des espaces naturels et de
randonnée",134-21,1000
DEMILLY,Stéphane,UDI,Buverchy,,"Travaux de voirie",122-01,3000
DEMILLY,Stéphane,UDI,Albert,,"Construction et réhabilitation de trottoirs",122-01,27330
DEMILLY,Stéphane,UDI,Albert,,"Rénovation du monument aux morts",122-01,32500
DEMILLY,Stéphane,UDI,Aveluy,,"Aménagement paysager du site de Vélodrome",122-01,3500
DEMILLY,Stéphane,UDI,Grécourt,,"Acquisition et entretien du patrimoine communal",122-01,2000
DEMILLY,Stéphane,UDI,Mesnil-Martinsart,,"Mise en conformité de la mairie et de la salle de réunion",122-01,5000
DEMILLY,Stéphane,UDI,"Rouvroy - en - Santerre",,"rénovation de la toiture de la chapelle",122-01,2000
DEMILLY,Stéphane,UDI,Bouchoir,,"Restructuration des murs extérieurs de la chapelle",122-01,2000
DEMILLY,Stéphane,UDI,Englebelmer,,"Renouvellement des fenêtres de la mairie",122-01,2000
DENAJA,Sébastien,SRC,"Les Amis de la Thongue – société de pêche","Hôtel de Ville - Avenue Jean Moulin  34290 Servian",sports,219-01,1000
DENAJA,Sébastien,SRC,Printival,"1 place Gambetta 34120 Pézenas",Culture,224-02,5000
DENAJA,Sébastien,SRC,"Salle Vincent Ferrari","19 rue Danton 34200 Sète",sports,219-01,5000
DENAJA,Sébastien,SRC,"Photo club piscénois","2 Rue Docteur Bastard  34120 Pézenas",Culture,224-02,1000
DENAJA,Sébastien,SRC,Concerthau,"23A Place du Sardinal
34200 Sète","vie associative locale",163-01,5000
DENAJA,Sébastien,SRC,"Voile Latine de Sète et du Bassin de Thau","24 rue des chantiers
La plagette
34200 Sète",patrimoine,175-01,2500
DENAJA,Sébastien,SRC,"Les amis du fort de Brescou","3, rue de la Haye,
34300 Agde",patrimoine,175-01,2500
DENAJA,Sébastien,SRC,"Love Flam & Co","39, rue Voltaire, 34300 Agde",Culture,224-02,2500
DENAJA,Sébastien,SRC,"Mouvement français pour le planning familial 34","48 boulevard Rabelais 34000 Montpellier","éducation populaire",137-12,3000
DENAJA,Sébastien,SRC,"Fédération des ciné-club de la Méditerranée","5 passage Jean Magrou 34500 Béziers",Culture,224-02,2500
DENAJA,Sébastien,SRC,"Arago de Sète Volley-Ball","50 rue des Fauvettes - 34200 SETE",sports,219-01,10000
DENAJA,Sébastien,SRC,"L'Assemblée des Femmes – observatoire régional de la parité du Languedoc-Roussillon","52 Allée Jules Milhau 34000 MONTPELLIER","égalité femme homme",137-11,2500
DENAJA,Sébastien,SRC,"Association Café Littéraire Lire et Dire","52, rue Paul Valéry 34200 Sète",Culture,224-02,3500
DENAJA,Sébastien,SRC,"Union Sportive Puissalicon Danse Isadora","79 rue caves des consuls 34480 Puissalicon",sports,219-01,1000
DENAJA,Sébastien,SRC,"Pézenas Enchantée","BP 129 -
34120 Pézenas",Culture,224-02,5000
DENAJA,Sébastien,SRC,"Association Sun'steel","Chez Eclat d'âmes 16 rue Saint Anne 34000 MONTPELLIER",Culture,224-02,5000
DENAJA,Sébastien,SRC,Ressource,"impasse des Machous 34120 Pézenas","insertion sociale",177-14,5000
DENAJA,Sébastien,SRC,"Amicale des Pêcheurs Sète-Môle","Le Grand-Pavois, Somas-Bas
34200 Sète",sports,219-01,3000
DENAJA,Sébastien,SRC,"Union Française des Associations de Combattants et Victimes de Guerre – délégation de l'Hérault","Maison de Combattants et Victimes de Guerre   7, rue Cauzit  -  34000 Montpellier","anciens combattants",169-03,5000
DENAJA,Sébastien,SRC,"Association sportive Bessanaise","rue du vent Grecaou zone artisanale 34550 BESSAN",sports,219-01,5000
DENAJA,Sébastien,SRC,Alignan-du-Vent,"Hôtel de ville – 14 place de lal liberté 34290 Alignan-du-Vent","extension du restaurant scolaire de la commune et de l'accueil de loisirs périscolaire",122-01,10000
DENAJA,Sébastien,SRC,Valros,"Hôtel de Ville – rue de la mairie – 34290 Valros","Aménagement hôtel de ville accessibilité PMR",122-01,15000
DENAJA,Sébastien,SRC,Vias,"Hôtel de Ville – rue du 8 mai 1945 – 34450 Vias","Création d'une classe découverte mer sur l'espace de loisirs du Libron",122-01,10000
DENAJA,Sébastien,SRC,Castelnau-de-Guers,"Hôtel de Ville – rue pittoresque – 34120 Ctaselnau-de-Guers","Rénovation chapelle XVIIeme siecle",122-01,10000
DENAJA,Sébastien,SRC,Puissalicon,"Hôtel de Ville – Place Barbacane – 34480 Puissalicon","Création bilbiothèque et salle d'animation",122-01,10000
DESCAMPS-CROSNIER,Françoise,SRC,"Ensemble Autrement","17 rue Mozart - Mantes la Jolie","Cohesion sociale",163-01,4000
DESCAMPS-CROSNIER,Françoise,SRC,"Collectif 12","174 boulevard Maréchal Juin - 78200 Mantes la Jolie",Culture,224-02,15000
DESCAMPS-CROSNIER,Françoise,SRC,"Assos à sons","18 rue de Gassicourt- 78 200 Mantes la Jolie",Culture,224-02,3000
DESCAMPS-CROSNIER,Françoise,SRC,"Gant d'or","2 allée des Platanes - 78 410 Aubergenville",Sport,219-01,2000
DESCAMPS-CROSNIER,Françoise,SRC,"Bougainville Sport","20 square du Mantois - 78 200 Mantes la Jolie",Sport,219-01,3000
DESCAMPS-CROSNIER,Françoise,SRC,"Blues sur Seine","28, rue de Lorraine - 78 200 Mantes la Jolie",Culture,224-02,15000
DESCAMPS-CROSNIER,Françoise,SRC,"Mantes Muay Thai","4 rue James Joule- 78 200 Mantes la Jolie",Sport,219-01,10000
DESCAMPS-CROSNIER,Françoise,SRC,Ampliétude,"7, rue Emile Zola - 78 370 Plaisir","Cohesion sociale",163-01,4000
DESCAMPS-CROSNIER,Françoise,SRC,"S bien raisonnable","9 rue Blaise Pascal - 78200 Mantes la Jolie",Culture,224-02,3000
DESCAMPS-CROSNIER,Françoise,SRC,Limay,-,"Réalisation du parking de la Faïencerie",122-01,15000
DESCAMPS-CROSNIER,Françoise,SRC,Montalet-le-Bois,,"Réfection de l'école primaire",122-01,11250
DESCAMPS-CROSNIER,Françoise,SRC,Magnanville,,"Installation de jeux extérieurs pour enfant",122-01,12230
DESCAMPS-CROSNIER,Françoise,SRC,"Oinville sur Montcient",,"Création de jardins familiaux",122-01,15000
DESCAMPS-CROSNIER,Françoise,SRC,Issou,,"Acquisition d'équipements informatiques pour les écoles élémentaires",122-01,17510
DESSUS,Sophie,SRC,"Association USEP de l'Ecole Lagraulière (Parlement des Enfants)","10 route de la Gare - 19700 Lagraulière","Vie de l'élève",230-06,1000
DESSUS,Sophie,SRC,"Centre chorégraphique d'échanges artistiques","12, rue du Dr Massénat - 19100 Brive",Culture,224-02,1000
DESSUS,Sophie,SRC,"Amicale sportive Bortoise de rugby","163 avenue du Docteur Lescure - 19110 Bort-les-Orgues",Sport,219-01,1000
DESSUS,Sophie,SRC,"Les amis de Saint-Hilaire-Luc","19160 Saint-Hilaire-Luc",Culture,224-02,500
DESSUS,Sophie,SRC,"Association La Pommerie","19290 Saint-Setiers",Culture,224-02,1000
DESSUS,Sophie,SRC,"Fête du cochon","19380 Neuville",Culture,224-02,500
DESSUS,Sophie,SRC,"Res Uzercha Réseau d'Echanges de Savoirs  (Salon du livre Le Loupiot)","21, rue Pierre Chalaud - 19140 Uzerche",Culture,224-02,2000
DESSUS,Sophie,SRC,"Foyer socio-éducatif du Collège Gaucelm Faidit","25 rue du 18 juin 1940 - 19140 Uzerche","Vie de l'élève",230-06,1450
DESSUS,Sophie,SRC,"Le 400","30, rue Pontel - 19240 Saint-Viance",Culture,224-02,1000
DESSUS,Sophie,SRC,"Chorale Tulla Voce","8, rue des Portes de Chanac - 19000 Tulle",Culture,224-02,500
DESSUS,Sophie,SRC,"Cité de l'Accordéon (Nuits de nacre)","8, rue du 9 juin 1944 - 19000 Tulle",Culture,224-02,3000
DESSUS,Sophie,SRC,"Union Sportive Guennoise U.S.G.","Boubeau - 19150 Laguenne",Sport,219-01,1000
DESSUS,Sophie,SRC,"Ecole de Rugby du Pays d'Uzerche","Café de France - 19140 Uzerche",Sport,219-01,1000
DESSUS,Sophie,SRC,"Club des nageurs de Tulle","Centre Aquarécréatif - L'Auzelou - 19000 Tulle",Sport,219-01,1000
DESSUS,Sophie,SRC,"Union Sportive de l'Enseignement Primaire (USEP)","Cité administrative - 19000 Tulle",Sport,219-01,1000
DESSUS,Sophie,SRC,"U.A.C. Ussel Athletic Club","Complexe sportif municipal - 3, rue du Stade - 19200 Ussel",Sport,219-01,1000
DESSUS,Sophie,SRC,"Forum Sinfonietta","Cour Jean Jaurès - 19140 Uzerche",Culture,224-02,3000
DESSUS,Sophie,SRC,"De vives voix","Hameau de Teillol - 19380 Albussac",Culture,224-02,1000
DESSUS,Sophie,SRC,"Athlétic Club de la Jeunesse Chanteixoise","Larode - 19330 Chanteix",Sport,219-01,1000
DESSUS,Sophie,SRC,"Comité départemental d'Athlétisme de la Corrèze","Larode - 19330 Chanteix",Sport,219-01,1000
DESSUS,Sophie,SRC,Aléagon,"Le Bois Lagoutte - Chaunac - 19460 Naves",Culture,224-02,500
DESSUS,Sophie,SRC,"Foyer rural de Davignac","Le Bourg - 19250 Davignac",Culture,224-02,1000
DESSUS,Sophie,SRC,"Football Club Argentacois (FCA)","Le Four - Route du Pradel - 19400 Hautefage",Sport,219-01,1000
DESSUS,Sophie,SRC,"Association Tuberculture","Mairie - 19330 Chanteix",Culture,224-02,2000
DESSUS,Sophie,SRC,"Les Amis du festival de musique","Mairie - Place de la Libération - 19140 Uzerche",Culture,224-02,2000
DESSUS,Sophie,SRC,"Association de l'Ecole Turgot élémentaire","Place de la Bride - 19000 Tulle","Vie de l'élève",230-06,1550
DESSUS,Sophie,SRC,"Ecole de Rugby du Pays de Tulle","Place Martial Brigouleix - 19000 Tulle",Sport,219-01,1000
DESSUS,Sophie,SRC,"Elisabeth My Dear","Rue de la Bride - 19000 Tulle",Culture,224-02,1000
DESSUS,Sophie,SRC,"Commune de Uzerche","19140 Uzerche","Transfert et aménagement de La Poste sur le site de la Papeterie",122-01,6000
DESSUS,Sophie,SRC,"Commune d'Espagnac","19150 Espagnac","Mise en place d'une chambre à vannes au refoulement du poste de relèvement de la station d'épuration",122-01,2000
DESSUS,Sophie,SRC,"Commune de Chirac-Bellevue","19160 Chirac-Bellevue","Achat de matériel d'entretien des espaces verts et aménagements divers",122-01,2500
DESSUS,Sophie,SRC,"Commune de Latronche","19160 Latronche","Tranche conditionnelle II du Plan d'Aménagement du Bourg",122-01,4000
DESSUS,Sophie,SRC,"Commune de L'Eglise-aux-Bois","19170 L'Eglise-aux-Bois","Réhabilitation d'un logement communal",122-01,3000
DESSUS,Sophie,SRC,"Commune de Viam","19170 Viam","Acquisition d'un véhicule",122-01,2000
DESSUS,Sophie,SRC,"Commune de Ménoire","19190 Ménoire","Aménagements des abords de la mairie et de l'église",122-01,5000
DESSUS,Sophie,SRC,"Commune de Confolent-Port-Dieu","19200 Confolent-Port-Dieu","Réhabilitation de l'ancien local de chasse en salle du conseil",122-01,2000
DESSUS,Sophie,SRC,"Commune de Saint-Exupéry-les-Roches","19200 Saint-Exupéry-les-Roches","Acquisition de la parcelle AW 338, ancienne usine de la saboterie",122-01,3000
DESSUS,Sophie,SRC,"Commune d'Ussel","19200 Ussel","Acquisition d'équipements sportifs, un sautoir de perche et un filet de cage pour le stade municipal Roger Léniaud",122-01,2000
DESSUS,Sophie,SRC,"Commune de Peyrissac","19260 Peyrissac","Embellissement de l'aspect extérieur de la mairie",122-01,3000
DESSUS,Sophie,SRC,"Commune de Rilhac-Treignac","19260 Rilhac-Treignac","Aménagement du chemin rural de Puy-la-Forêt",122-01,3000
DESSUS,Sophie,SRC,"Commune de Peyrelevade","19290 Peyrelevade","Etude prospective sur le devenir du bourg",122-01,2500
DESSUS,Sophie,SRC,"Commune de Saint-Setiers","19290 Saint-Setiers","Acquisition d'un broyeur",122-01,1000
DESSUS,Sophie,SRC,"Commune de Sornac","19290 Sornac","Mise en accessibilité du bureau de Poste",122-01,3000
DESSUS,Sophie,SRC,"Commune de Darnets","19300 Darnets","Travaux d'accessibilité PMR à l'école",122-01,1000
DESSUS,Sophie,SRC,"Commune de Le Jardin","19300 Le Jardin","Réfection de pistes forestières",122-01,2500
DESSUS,Sophie,SRC,"Commune de Lafage-sur-Sombre","19320 Lafage-sur-Sombre","2ème tranche des travaux d'aménagement du bourg",122-01,4000
DESSUS,Sophie,SRC,"Commune de Chanteix","19330 Chanteix","Aménagement d'un local commercial et d'un logement dans la Maison Jacquet",122-01,5000
DESSUS,Sophie,SRC,"Commune de Saint-Germain-les-Vergnes","19330 Saint-Germain-les-Vergnes","Mise aux normes de l'étang de Lachamp",122-01,4000
DESSUS,Sophie,SRC,"Commune de Chamberet","19370 Chamberet","Aménagement d'un pressing dans les bâtiments de l'entreprise adaptée",122-01,4000
DESSUS,Sophie,SRC,"Commune de Forgès","19380 Forgès","Aménagement d'une aire d'accueil pour les camping-cars",122-01,4000
DESSUS,Sophie,SRC,"Commune de Neuville","19380 Neuville","Achat d'un logiciel de dématérialisation",122-01,1000
DESSUS,Sophie,SRC,"Commune de Orliac-de-Bar","19390 Orliac-de-Bar","Rénovation de peintures murales de l'église",122-01,2000
DESSUS,Sophie,SRC,"Communauté de Communes du Pays d'Argentat","19400 Argentat","Restauration d'une ""gabare""",122-01,2000
DESSUS,Sophie,SRC,"Commune d'Estivaux","19410 Estivaux","Aménagement du bourg aux abords de la mairie (Tranche 1)",122-01,4000
DESSUS,Sophie,SRC,"Commune de Vigeois","19410 Vigeois","Réparation des cloches de l'Abbatiale Saint-Pierre",122-01,1000
DESSUS,Sophie,SRC,"Commune de Chamboulive","19450 Chamboulive","Aménagement d'un nouveau commerce",122-01,3500
DESSUS,Sophie,SRC,"Commune de Sainte-Fortunade","19490 Sainte-Fortunade","Travaux de réhabilitation du cimetière avec reprise de tombes, création d'un ossuaire et réaménagement des allées",122-01,4000
DESSUS,Sophie,SRC,"Commune de Saint-Hilaire-Foissac","19550 Saint-Hilaire-Foissac","Rénovation de la toiture de la Chapelle de Chabannes",122-01,3000
DESSUS,Sophie,SRC,"Commune de Saint-Salvadour","19700 Saint-Salvadour","Valorisation et protection de l'exposition des sculptures et oeuvres d'Antoine Paucard",122-01,3000
DESSUS,Sophie,SRC,"Commune de Gimel-les-Cascades","19800 Gimel-les-Cascades","Réhabilitation d'un logement communal Alleyrat-Rigaudie",122-01,4000
DESTANS,Jean-Louis,SRC,"Gaudreville la Rivière","27190 Gaudreville la Rivière","travaux mairie",122-01,2000
DESTANS,Jean-Louis,SRC,Louversey,"27190 Louversey","aménagement sécurité école",122-01,5000
DESTANS,Jean-Louis,SRC,"Nogent le Sec","27190 Nogent le Sec","afficheurs de vitesse",122-01,3000
DESTANS,Jean-Louis,SRC,Orvaux,"27190 Orvaux","salle d""évolution scolaire",122-01,10000
DESTANS,Jean-Louis,SRC,Chéronvilliers,"27250 Chéronvilliers","accessibilité mairie école",122-01,3000
DESTANS,Jean-Louis,SRC,Juignettes,"27250 Juignettes","effacement des réseaux",122-01,5000
DESTANS,Jean-Louis,SRC,"Saint Antonin de Sommaire","27250 Saint Antonin de Sommaire","travaux cimetière",122-01,1000
DESTANS,Jean-Louis,SRC,"Chaise Dieu du Theil","27580 Chaise Dieu du Theil","gîte communal",122-01,10000
DESTANS,Jean-Louis,SRC,Calleville,"27800 Calleville","agrandissement groupe scolaire",122-01,10000
DESTANS,Jean-Louis,SRC,Harcourt,"27800 Harcourt","2ème phase travaux église classée",122-01,10000
DESTANS,Jean-Louis,SRC,"Notre Dame d'Epine","27800 Notre Dame d'Epine","terrain multisport",122-01,5000
DESTANS,Jean-Louis,SRC,"La Neuville du Bosc","27890 La Neuville du Bosc","aménagement de voirie",122-01,10000
DESTANS,Jean-Louis,SRC,Emaleville,"27930 Emalleville","sécurité batiment communal",122-01,5000
DESTANS,Jean-Louis,SRC,"Association des Parkinsoniens de l'Eure","12 Ter Route de Conches - 27180 Arnière sur Iton",Social,204-14,2000
DESTANS,Jean-Louis,SRC,"La Fabrique de la Risle","2 bis Boulevard Albert Parissot - 27170 Beaumont le Roger",Culture,224-02,2000
DESTANS,Jean-Louis,SRC,"Neuboug Athlétique Club - Athlétisme","2 rue Ernest Neuville - 27110 Le Neubourg",Sport,219-01,2000
DESTANS,Jean-Louis,SRC,"AAPPMA la Gauloise de Beaumont le Roger et ses environs","2 rue le Chatelier - 27410 La Houssaye",Environnement,113-07,2000
DESTANS,Jean-Louis,SRC,"Radio Espace","25 place de la République - 27400 Louviers","Radio associative",313-03,2000
DESTANS,Jean-Louis,SRC,"Union sportive Conchoise - Football","4 rue des Chardonnerets - 27190 Saint Elier",Sport,219-01,2000
