nom;prenom;groupe;beneficiaire;adresse;descriptif;programme_budgetaire;montant;observations
GINESY;Charles-Ange;"Les Républicains";"Association sportive Saint Jeannoise";SAINT-JEANNET;Fonctionnement;219-01;1000.00;
GINESY;Charles-Ange;"Les Républicains";AUVARE;;"le remplacement de la porte-fenêtre et de la fenêtre du local ""buvette"", la remise en état de la toiture du garage communal et la pose d'un garde-corps le long de l'église jusqu'aux sanitaires publics";122-01;4135.00;
GINESY;Charles-Ange;"Les Républicains";AVF;VENCE;Fonctionnement;147-01;1000.00;
GINESY;Charles-Ange;"Les Républicains";CABRIS;;"l'acquisition d'un véhicule de voirie";122-01;7625.00;
GINESY;Charles-Ange;"Les Républicains";"Cercle Le Progrès";"SAINT JEANNET";Fonctionnement;224-02;1000.00;
GINESY;Charles-Ange;"Les Républicains";"Club des Sports des Portes du Mercantour";PEONE;Fonctionnement;219-01;13000.00;
GINESY;Charles-Ange;"Les Républicains";"Comité des Fêtes de Cipières";CIPIERES;Fonctionnement;224-02;1000.00;
GINESY;Charles-Ange;"Les Républicains";"Comité des Fêtes de Peone";PEONE;Fonctionnement;224-02;1000.00;
GINESY;Charles-Ange;"Les Républicains";"Comité des Fêtes Saint-Martinois";SAINT-MARTIN-D'ENTRAUNES;"Organisation de manifestations";224-02;1000.00;
GINESY;Charles-Ange;"Les Républicains";"FC Valles Var Vaire";PUGET-THENIERS;"Achat de matériel";163-01;2000.00;
GINESY;Charles-Ange;"Les Républicains";"Foyer socio-éducatif du Collège Auguste Blanqui";PUGET-THENIERS;Fonctionnement;230-01;3000.00;
GINESY;Charles-Ange;"Les Républicains";GUILLAUMES;;"l'agrandissement du cimetière de Veynas";122-01;3000.00;
GINESY;Charles-Ange;"Les Républicains";"L'Oiseau Lyre";VENCE;Fonctionnement;224-02;1000.00;
GINESY;Charles-Ange;"Les Républicains";"La Brissaudo";VENCE;Fonctionnement;224-02;1000.00;
GINESY;Charles-Ange;"Les Républicains";"La Prévention Routière";NICE;Fonctionnement;161-13;1000.00;
GINESY;Charles-Ange;"Les Républicains";"Les Amis de La Chapelle San Peire";SAINT-JEANNET;"Restauration de la chapelle";175-01;2000.00;
GINESY;Charles-Ange;"Les Républicains";"Les Heures Musicales de Speracedes";SPERACEDES;Fonctionnement;224-02;3000.00;
GINESY;Charles-Ange;"Les Républicains";LIEUCHE;;"l'acquisition de parcelles de terrain en vue de la création d'un parking";122-01;5000.00;
GINESY;Charles-Ange;"Les Républicains";"Lo Cepon";VENCE;Fonctionnement;224-02;1000.00;
GINESY;Charles-Ange;"Les Républicains";"Mountain Riders";CHAMBERY;"Organisation Forums de la transition";113-01;2000.00;
GINESY;Charles-Ange;"Les Républicains";"Radio Espace Mercantour";VALBERG;Fonctionnement;224-02;2000.00;
GINESY;Charles-Ange;"Les Républicains";ROQUESTERON;;"la réfection de la toiture du local communal situé au lieu-dit ""Stade Saint-Jean""";122-01;2865.00;
GINESY;Charles-Ange;"Les Républicains";SERANON;;"l'installation d'un toboggan, d'un jeu ""libellule"" et deux jeux sur ressorts place de Broundet";122-01;9350.00;
GINESY;Charles-Ange;"Les Républicains";"Souvenance de Cinéphiles";PUGET-THENIERS;Fonctionnement;224-02;2000.00;
GINESY;Charles-Ange;"Les Républicains";"syndicat intercommunal de Valberg";;"la modernisation et la réhabilitation du cinéma ""Le Dahut"" à Péone";122-01;34178.00;
GINESY;Charles-Ange;"Les Républicains";"Vence Basket Club";VENCE;Fonctionnement;219-01;2000.00;
GIRAN;Jean-Pierre;"Les Républicains";"ADEPAPE du Var";HYERES;Fonctionnement;304-17;1000.00;
GIRAN;Jean-Pierre;"Les Républicains";"Association APS";HYERES;Fonctionnement;304-17;8000.00;
GIRAN;Jean-Pierre;"Les Républicains";"Association Ayguade Historique";HYERES;Fonctionnement;224-02;4000.00;
GIRAN;Jean-Pierre;"Les Républicains";"Association BUMP";HYERES;Fonctionnement;224-02;1500.00;
GIRAN;Jean-Pierre;"Les Républicains";"Association en Chemin";HYERES;Fonctionnement;177-11;25000.00;
GIRAN;Jean-Pierre;"Les Républicains";"Association France Serbie";HYERES;Fonctionnement;209-02;3000.00;
GIRAN;Jean-Pierre;"Les Républicains";"Association Jazz  Porquerolles";HYERES;"Organisation de concerts";224-02;1000.00;
GIRAN;Jean-Pierre;"Les Républicains";"Association RCVM";HYERES;Fonctionnement;177-11;8000.00;
GIRAN;Jean-Pierre;"Les Républicains";"Club de VTT de La Crau";"LA CRAU";Fonctionnement;219-01;1000.00;
GIRAN;Jean-Pierre;"Les Républicains";"Creasports Organisation";HYERES;Fonctionnement;163-01;2000.00;
GIRAN;Jean-Pierre;"Les Républicains";"Fondation Méditerranéenne d'Etudes Stratégiques";HYERES;Fonctionnement;144-03;1000.00;
GIRAN;Jean-Pierre;"Les Républicains";"Hyères Football Club";HYERES;Fonctionnement;219-01;15000.00;
GIRAN;Jean-Pierre;"Les Républicains";"Hyères Toulon Var Basket";HYERES;Fonctionnement;219-01;10000.00;
GIRAN;Jean-Pierre;"Les Républicains";"Hyères Windsurf Organisation";HYERES;"Organisation compétitions planche a voile et catamarans";219-01;3000.00;
GIRAN;Jean-Pierre;"Les Républicains";Jazz'Art;HYERES;Fonctionnement;224-02;2500.00;
GIRAN;Jean-Pierre;"Les Républicains";"Kempo Boxing Craurois";"LA CRAU";Fonctionnement;219-01;1000.00;
GIRAN;Jean-Pierre;"Les Républicains";"Les Randonneurs Hyérois";HYERES;Fonctionnement;219-01;1000.00;
GIRAN;Jean-Pierre;"Les Républicains";"Marcher sur l'Eau";HYERES;Fonctionnement;163-01;2000.00;
GIRAN;Jean-Pierre;"Les Républicains";"Office central de la Coopération à l'école";HYERES;Fonctionnement;214-01;2000.00;
GIRAN;Jean-Pierre;"Les Républicains";"Roue Libre";Hyères;Fonctionnement;157-01;8000.00;
GIRAN;Jean-Pierre;"Les Républicains";"Rugby Club Hyères Carqueiranne La Crau";HYERES;Fonctionnement;219-01;15000.00;
GIRAN;Jean-Pierre;"Les Républicains";"Un fauteuil à la Mer";HYERES;Fonctionnement;157-01;12000.00;
GIRAN;Jean-Pierre;"Les Républicains";"Volley Club Hyères-Pierrefeu";HYERES;Fonctionnement;219-01;3000.00;
GIRAUD;Joël;"Radical, républicain, démocrate et progressiste";"Association de sauvagarde de l'église de Val des Prés";"Mairie
05100 Val des Prés";"Remise en état de l'orgue";175-01;3000.00;
GIRAUD;Joël;"Radical, républicain, démocrate et progressiste";"Association Les Loupiaux";"mairie de Villard St Pancrace
05100 VILLARD ST PANCRACE";"Education : temps périscolaire";230-06;5000.00;
GIRAUD;Joël;"Radical, républicain, démocrate et progressiste";"Association pour le Développement du Dialogue Social dans les Hautes Alpes (ADDSHA)";"3 rue David MARTIN
05000 GAP";"Insertion : étude sur les logements saisonniers";111-03;9000.00;
GIRAUD;Joël;"Radical, républicain, démocrate et progressiste";"Association pour le développement et l'emploi agricol et rural (ADEAR)";"Maison de l'agriculture
8 ter rue Capitaine de Bresson
05000 GAP";"Développer l'agro-écologie paysanne sur un territoire de montagne";154-14;1500.00;
GIRAUD;Joël;"Radical, républicain, démocrate et progressiste";Champcella;Champcella;"extension préau de l'école pour salle multi act";122-01;15000.00;
GIRAUD;Joël;"Radical, républicain, démocrate et progressiste";"Ecrins Snow Board";"Mairie de L'Argentière-La Bessée
05120 L'ARGENTIERE-LA BESSEE";"Achat d'un minibus";163-01;5000.00;
GIRAUD;Joël;"Radical, républicain, démocrate et progressiste";"La Roche de Rame";"La Roche de Rame";"réouverture du canal du Serre Duc";122-01;3100.00;
GIRAUD;Joël;"Radical, républicain, démocrate et progressiste";"Main Embrunaise";"place du théâtre
05200 EMBRUN";"Développement de la communication";134-02;5000.00;
GIRAUD;Joël;"Radical, républicain, démocrate et progressiste";"Maison  de l'Europe";"10 place Jean Marcellin
05000 GAP";"Education ""à la découverte de l'Europe""";163-02;2000.00;
GIRAUD;Joël;"Radical, républicain, démocrate et progressiste";"Maison des jeunes et de la Culture";"rue Pasteur
05100 BRIANÇON";Fonctionnement;163-02;8000.00;
GIRAUD;Joël;"Radical, républicain, démocrate et progressiste";"Maison des jeunes et de la culture du Pays briançonnais";"Le Crévolin B3 chef lieu
05200 CREVOUX";"Projet culturel ""Quartier du 35 en mouvement. Redécouverte du quartier de la MJC à travers trois ateliers artistiques";224-02;2000.00;
GIRAUD;Joël;"Radical, républicain, démocrate et progressiste";"Maison des Lycéens";"lycée d'altitude
3 rue Marius Chancel
05100 BRIANÇON";"Actions scientifiques en Italie";230-06;6000.00;
GIRAUD;Joël;"Radical, républicain, démocrate et progressiste";"Meije Production";"le village
05120 LES VIGNEAUX";"Réalisation d'un film doculmentaire ""le doigt de Dieu""";131-02;5000.00;
GIRAUD;Joël;"Radical, républicain, démocrate et progressiste";OCCE;"école maternelle PE VICTOR
23 av de Bure
05000 GAP";"Education artistique : projet THEA";230-06;2400.00;
GIRAUD;Joël;"Radical, républicain, démocrate et progressiste";"Patrimoine en Réallonnais";"mairie
05160 REALLON";"Restauration de la tour carrée";175-01;8000.00;
GIRAUD;Joël;"Radical, républicain, démocrate et progressiste";"Saint Firmin";"Saint Firmin";"acquisition d'un engin de déneigement";122-01;18600.00;
GIRAUD;Joël;"Radical, républicain, démocrate et progressiste";"Saint Véran";"Saint Véran";"réfection voierie communale";122-01;15000.00;
GIRAUD;Joël;"Radical, républicain, démocrate et progressiste";"St Crépin";"St Crépin";"réalisation salle multiactivité de l'école";122-01;10000.00;
GIRAUD;Joël;"Radical, républicain, démocrate et progressiste";"Vivre et Vieillir chez soi";"Maison du canton
05120 L'ARGENTIERE-LA BESSEE";"Contribuer au maintiens des personnes âgées à domicile";157-05;6400.00;
GLAVANY;Jean;"Socialiste, républicain et citoyen";"Aparté 65";"65 000 Tarbes";"Ateliers d'art thérapie";204-12;3000.00;
GLAVANY;Jean;"Socialiste, républicain et citoyen";"Chorale Cavalcade d'Aureilhan";"15 Rue de la République
65800 Aureilhan";"Animations musicales et festives";224-02;7500.00;
GLAVANY;Jean;"Socialiste, républicain et citoyen";"Commune d'Aureilhan";"Commune d'Aureilhan";"aménagement de l'avenue de la Chartreuse (1ère tranche)";122-01;20000.00;"Alllocation complémentaire accordée par le groupe Socialiste, républicain et citoyen"
GLAVANY;Jean;"Socialiste, républicain et citoyen";"Commune d'Orleix";"Commune d'Orleix";"travaux sur le réseau pluvial";122-01;12000.00;
GLAVANY;Jean;"Socialiste, républicain et citoyen";"commune de Argelès-Bagnères";"commune de Argelès-Bagnères";"travaux de voirie communale";122-01;2500.00;
GLAVANY;Jean;"Socialiste, républicain et citoyen";"commune de Asque";"commune de Asque";"rénovation extérieure et intérieure de la mairie avec accès aux personnes à mobilité réduite";122-01;3000.00;
GLAVANY;Jean;"Socialiste, républicain et citoyen";"Commune de Aureilhan";"Commune de Aureilhan";"acquisition d'un tracteur";122-01;10000.00;"Alllocation complémentaire accordée par le groupe Socialiste, républicain et citoyen"
GLAVANY;Jean;"Socialiste, républicain et citoyen";"commune de Barbazan-Dessus";"commune de Barbazan-Dessus";"travaux de voirie et parking communal";122-01;4000.00;
GLAVANY;Jean;"Socialiste, républicain et citoyen";"commune de Betbeze";"commune de Betbeze";"travaux de réfection du foyer et des logements communaux";122-01;1500.00;
GLAVANY;Jean;"Socialiste, républicain et citoyen";"commune de Bordes";"commune de Bordes";"réhabilitation toiture de l'école";122-01;4000.00;
GLAVANY;Jean;"Socialiste, républicain et citoyen";"commune de Bourg de Bigorre";"commune de Bourg de Bigorre";"aménagement parking salle des fêtes";122-01;2000.00;
GLAVANY;Jean;"Socialiste, républicain et citoyen";"commune de Bours";"commune de Bours";"travaux de voirie";122-01;10000.00;"Alllocation complémentaire accordée par le groupe Socialiste, républicain et citoyen"
GLAVANY;Jean;"Socialiste, républicain et citoyen";"commune de Campuzan";"commune de Campuzan";"aménager et sécuriser l'accès aux bâtiments publics";122-01;5000.00;
GLAVANY;Jean;"Socialiste, républicain et citoyen";"commune de Cieutat";"commune de Cieutat";"travaux de voirie";122-01;1500.00;
GLAVANY;Jean;"Socialiste, républicain et citoyen";"commune de Deveze";"commune de Deveze";"création d'un parking pour le cimetière";122-01;2500.00;
GLAVANY;Jean;"Socialiste, républicain et citoyen";"commune de Dours";"commune de Dours";"réhabilitation menuiserie de la mairie";122-01;4000.00;
GLAVANY;Jean;"Socialiste, républicain et citoyen";"commune de Espèche";"commune de Espèche";"aménagement des points de collecte des déchets ménagers";122-01;2500.00;
GLAVANY;Jean;"Socialiste, républicain et citoyen";"commune de Gerde";"commune de Gerde";"mise aux normes accessibilité public à la mairie";122-01;5000.00;
GLAVANY;Jean;"Socialiste, républicain et citoyen";"commune de Guchan";"commune de Guchan";"réfection des menuiseries de la mairie";122-01;4500.00;
GLAVANY;Jean;"Socialiste, républicain et citoyen";"Commune de Hagedet";"Commune de Hagedet";"restauration intérieure des murs de l'église";122-01;4500.00;
GLAVANY;Jean;"Socialiste, républicain et citoyen";"commune de Labastide";"commune de Labastide";"création d'une nouvelle canalisation";122-01;3000.00;
GLAVANY;Jean;"Socialiste, républicain et citoyen";"commune de Larant";"commune de Larant";"travaux sur bâtiments communaux";122-01;2500.00;
GLAVANY;Jean;"Socialiste, républicain et citoyen";"commune de Luby-Betmont";"commune de Luby-Betmont";"réfection toitures mairie et foyer";122-01;3500.00;
GLAVANY;Jean;"Socialiste, républicain et citoyen";"commune de Pinas";"commune de Pinas";"construction d'une cantine";122-01;15000.00;
GLAVANY;Jean;"Socialiste, républicain et citoyen";"commune de Soréac";"commune de Soréac";"achat de matériel de cuisine";122-01;2500.00;
GLAVANY;Jean;"Socialiste, républicain et citoyen";"commune de Vielle-Aure";"commune de Vielle-Aure";"acquisition de parcelles";122-01;10000.00;
GLAVANY;Jean;"Socialiste, républicain et citoyen";"commune de Vieuzos";"commune de Vieuzos";"travaux de voirie";122-01;1500.00;
GLAVANY;Jean;"Socialiste, républicain et citoyen";"Coup de Soleil";"BP 2433
75024 Paris Cedex 01";"Promotion des cultures du Maghreb";224-02;2000.00;
GLAVANY;Jean;"Socialiste, républicain et citoyen";"France Parkinson";"57C Boulevard Henri IV
65000 Tarbes";"Ateliers de musique";204-14;1000.00;
GLAVANY;Jean;"Socialiste, républicain et citoyen";Semadour;"ZI du Marmajou
65700 Maubourguet";"Animation territoriale autour de l'urbanisme durable";163-01;20000.00;
GOASDOUÉ;Yves;"Socialiste, républicain et citoyen";"Amicale des donneurs de sang des bénévoles de Flers";"15 impasse du Houlme
61 100 FLERS";"Organisation du Congrès régional du don du sang";204-12;1000.00;
GOASDOUÉ;Yves;"Socialiste, républicain et citoyen";"Association de la Forêt Auvray en Course (AFAC)";"Le Bourg
Route de Falaise
61 210 L A FORET-AUVRAY";"Organisation d'une course de côte automobile régionale";219-01;2000.00;
GOASDOUÉ;Yves;"Socialiste, républicain et citoyen";"Association Fête de la Normandie";"12 rue des Flandres
BP 80103
61 204 ARGENTAN Cedex";"Organisation de la Fête de la Normandie 2015";163-01;2500.00;
GOASDOUÉ;Yves;"Socialiste, républicain et citoyen";"Association Togouna";"28 Le Rocher
61 100 LANDISACQ";"Exécution d'un forage pour l'autonomie en eau d'un foyer de 30 lycéens à Bandiagara, région de Mopti, République du Mali";209-02;2500.00;
GOASDOUÉ;Yves;"Socialiste, républicain et citoyen";Aubry-en-Exmes;Aubry-en-Exmes;"Rénovation de la salle des fêtes";122-01;5000.00;
GOASDOUÉ;Yves;"Socialiste, républicain et citoyen";"Bayard Argentan Badminton";"2 rue Lucien Blin
61 200 ARGENTAN";"Acquisition de deux robots lanceurs de volants pour améliorer les conditions d'entraînement des joueurs";219-01;2000.00;
GOASDOUÉ;Yves;"Socialiste, républicain et citoyen";Boischampré;Boischampré;"Réhabilitation de bâtiments communaux en mairie et logements locatifs";122-01;10000.00;
GOASDOUÉ;Yves;"Socialiste, républicain et citoyen";"CDC des Courbes de l'Orne";"CDC des Courbes de l'Orne";"Création d'un pôle de santé libéral ambulatoire";122-01;30000.00;
GOASDOUÉ;Yves;"Socialiste, républicain et citoyen";Echalou;Echalou;"Aménagements piétonniers et pose d'éclairage";122-01;10000.00;
GOASDOUÉ;Yves;"Socialiste, républicain et citoyen";Ginai;Ginai;"Rénovation de la mairie et de l'église";122-01;3000.00;
GOASDOUÉ;Yves;"Socialiste, républicain et citoyen";Gueprei;Gueprei;"Rénovation de la toiture de l'église";122-01;3500.00;
GOASDOUÉ;Yves;"Socialiste, républicain et citoyen";"La Chapelle Biche";"La Chapelle Biche";"Transformation d'un terrain de tennis en city stade";122-01;4000.00;
GOASDOUÉ;Yves;"Socialiste, républicain et citoyen";"La Coulonche";"La Coulonche";"Rénovation de l'école communale";122-01;20000.00;
GOASDOUÉ;Yves;"Socialiste, républicain et citoyen";"Ligue de l'enseignement";"3, rue Recamier 75006 PARIS";"Soutien à l'action d'associations locales";163-02;1000.00;
GOASDOUÉ;Yves;"Socialiste, républicain et citoyen";Marmouillé;Marmouillé;"Réfection de la place de la mairie et d'un chemin";122-01;5000.00;
GOASDOUÉ;Yves;"Socialiste, républicain et citoyen";"Menil de Briouze";"Menil de Briouze";"Rénovation du bar-restaurant du village";122-01;15000.00;
GOASDOUÉ;Yves;"Socialiste, républicain et citoyen";Ommoy;Ommoy;"Renforcement du réseau electrique";122-01;3000.00;
GOASDOUÉ;Yves;"Socialiste, républicain et citoyen";Sentilly;Sentilly;"Mise en accessibilité de l'église et du cimetière";122-01;5000.00;
GOASDOUÉ;Yves;"Socialiste, républicain et citoyen";"St Aubert sur Orne";"St Aubert sur Orne";"Aménagement d'un chemin";122-01;1500.00;
GOASDOUÉ;Yves;"Socialiste, républicain et citoyen";"Tournai sur Dives";"Tournai sur Dives";"Refection des décors intérieurs du chœur de l'église";122-01;4000.00;
GOASGUEN;Claude;"Les Républicains";"Association de l'établissement Gerson";"31, rue de la Pompe
75116 - Paris";Fonctionnement;139-03;10000.00;
GOASGUEN;Claude;"Les Républicains";"Association de valorisation du quartier Paris/Maillot/Dauphine";"M. Eric SEGARD, Président
21, rue Marbeau
75116 - Paris";Fonctionnement;147-04;10000.00;
GOASGUEN;Claude;"Les Républicains";"Association des familles catholiques de St Honoré d'Eylau";"M. Denis CHAIGNE, Président
18, rue Mesnil
75116 - Paris";Fonctionnement;304-17;4000.00;
GOASGUEN;Claude;"Les Républicains";"Association des Familles du 16ème";"Mme Catherine WITASSE, Présidente
19, rue Fantin Latour
75016 - Paris";Fonctionnement;304-17;4000.00;
GOASGUEN;Claude;"Les Républicains";"Association du 80 rue Boileau (entraide de Ste Jeanne de Chantal)";"Père Arnaud BANCON
96, boulevard Murat
75016 - Paris";Fonctionnement;177-11;6000.00;
GOASGUEN;Claude;"Les Républicains";"Association Porte d'Auteuil Environnement";"Mme Claudie FOURNIER-CHRISTOL, Présidente
2, avenue des Sycomores
75016 - Paris";Fonctionnement;147-04;3000.00;
GOASGUEN;Claude;"Les Républicains";"Association pour la défense de l'espace vert Varize-Delestraint-Murat";"M. Julien VILCOSQUI, Président
63, boulevard Murat
75016 - Paris";Fonctionnement;147-04;2000.00;
GOASGUEN;Claude;"Les Républicains";"Association socio-éducative de Janson de Sailly";"Mme Annie DANTO, Présidente
106, rue de la Pompe
75116 - Paris";Fonctionnement;141-02;10000.00;
GOASGUEN;Claude;"Les Républicains";"Bibliothèque pour tous - Antenne Théophile Gautier";"Mesdames Agnès JEANJEAN et Liliane LEWICKI
4, rue d'Auteuil
75016 - Paris";Fonctionnement;224-02;3000.00;
GOASGUEN;Claude;"Les Républicains";"Centre Corot - Entraide d'Auteuil";"M. Régis d'HEROUVILLE, Président
4, rue Corot
75016 - Paris";Fonctionnement;177-11;4000.00;
GOASGUEN;Claude;"Les Républicains";"Club du Ranelagh";"M. Jean-Pierre ETIENNE, Président
65 bis, rue Jean de la Fontaine
75016 - Paris";Fonctionnement;224-02;15000.00;
GOASGUEN;Claude;"Les Républicains";"Comité d'entente des Associations d'anciens combattants et victimes de guerre du 16ème";"M. Alain BELISSA, Président
71, avenue Henri Martin
75116 - Paris";Fonctionnement;167-02;2000.00;
GOASGUEN;Claude;"Les Républicains";"Coordination pour la sauvegarde du bois de Boulogne et ses abords";"M. Marc SERVEL de COSMI, Président
79, boulevard de Montmorency
75016 - Paris";Fonctionnement;147-04;4000.00;
GOASGUEN;Claude;"Les Républicains";"Dauphine Environnement";"M. Eric LEFRANC, Président
25, boulevard Lannes
75116 - Paris";Fonctionnement;147-04;3000.00;
GOASGUEN;Claude;"Les Républicains";"Entraide Assomption - Mozart";"Mme Catherine BLANCHI, Présidente
90, rue de l'Assomption
75016 - Paris";Fonctionnement;177-11;5000.00;
GOASGUEN;Claude;"Les Républicains";Famillathlon;"Mme Claudine COLLIN, Présidente
8, rue de Belloy
75116 - Paris";Fonctionnement;219-01;8000.00;
GOASGUEN;Claude;"Les Républicains";FNACA;"M. Daniel PERRISSOL
Mairie du 16ème arrondissement
71, avenue Henri Martin
75116 - Paris";Fonctionnement;167-02;2000.00;
GOASGUEN;Claude;"Les Républicains";"Horizon Verdure";"M. Pierre GIRAULT, Président
23, boulevard Murat
75016 - Paris";Fonctionnement;147-04;2000.00;
GOASGUEN;Claude;"Les Républicains";"Institut de formation Mélusine";"Mme Françoise DEBIZE-FOUGERAT, Présidente
138, boulevard Murat
75016 - Paris";Fonctionnement;304-17;3000.00;
GOASGUEN;Claude;"Les Républicains";"Jeunes Talents";"M. Laurent BUREAU, Président
4, rue Schubert
75020 - Paris";Fonctionnement;163-01;3000.00;
GOASGUEN;Claude;"Les Républicains";"Les Amis de l'Entraide d'Auteuil";"Mme Véronique AUGER, Présidente
16, rue d'Auteuil
75016 - Paris";Fonctionnement;177-11;4000.00;
GOASGUEN;Claude;"Les Républicains";"Maison de l'Enfance";"7, rue Serge Prokofiev
75016 - Paris";Fonctionnement;304-17;4000.00;
GOASGUEN;Claude;"Les Républicains";"Relais Famille";"Mme Françoise DEBIZE-FOUGERAT, Présidente
138, boulevard Murat
75016 - Paris";Fonctionnement;157-01;4000.00;
GOASGUEN;Claude;"Les Républicains";"Sauvegarde Auteuil - Bois de Boulogne";"M. Marc SERVEL de COSMI, Président
79, boulevard de Montmorency
75016 - Paris";Fonctionnement;147-04;4000.00;
GOASGUEN;Claude;"Les Républicains";"Société historique Auteuil-Passy";"Mme Marie-Caroline BRASSEUR, Présidente
Mairie du 16ème
71, avenue Henri Martin
75116 - Paris";Fonctionnement;175-01;2000.00;
GOASGUEN;Claude;"Les Républicains";"Stade français - section athlétisme";"M. Michel PROVOST, Président
2, rue du Commandant Guilbaud
75016 - Paris";Fonctionnement;219-01;3000.00;
GOASGUEN;Claude;"Les Républicains";"US Bretons de Paris";"M. Pierre-Yves KERLOC'H, Président
188, avenue Victor Hugo
75116 - Paris";Fonctionnement;219-01;2000.00;
GOASGUEN;Claude;"Les Républicains";"XVIème demain";"M. François DOUADY, Président
3, rue Dangeau
75016 - Paris";Fonctionnement;147-04;4000.00;
GOLDBERG;Daniel;"Socialiste, républicain et citoyen";"An Nhya";"60, rue Auguste Renoir / 93600  Aulnay-sous-Bois ( chez Mr Touré Mokhtar)";"association à but humanitaire";209-02;5000.00;
GOLDBERG;Daniel;"Socialiste, républicain et citoyen";"Association Jean-Luc François";"70, avenue Edouard Vaillant / 93500 Pantin";"association d'insertion par la couture";177-11;3000.00;
GOLDBERG;Daniel;"Socialiste, républicain et citoyen";"Association pour les Jeunes par l'Insertion et la Solidarité (AJIS)";"5, rue Henri Matisse / 93600 Aulnay-sous-Bois";"association à but humanitaire";163-02;10000.00;
GOLDBERG;Daniel;"Socialiste, républicain et citoyen";"Aulnay Fusion Basket";"Gymnase du Moulin Neuf, avenue du Maréchal Juin / 93600 Aulnay-sous-Bois (Chez Carole Barba)";"club de basketball";219-01;9000.00;
GOLDBERG;Daniel;"Socialiste, républicain et citoyen";Biblionef;"48 Boulevard Diderot / 75012 Paris";;334-01;7000.00;
GOLDBERG;Daniel;"Socialiste, républicain et citoyen";"Bingo Boxing Club Aulnay-sous-Bois (BBCA)";"60, allée des Merisiers / 93600 Aulnay-sous-Bois";"club de boxe";219-01;5000.00;
GOLDBERG;Daniel;"Socialiste, républicain et citoyen";Bondy;Bondy;"Informatisation des centres sociaux culturels et de plusieurs écoles publiques de la commune";122-01;12000.00;
GOLDBERG;Daniel;"Socialiste, républicain et citoyen";"Comité de jumelage Les Pavillons-sous-Bois - Ecija";"Hotel de Ville, Place Charles de Gaulle / 93320 Les Pavillons-sous-Bois";"commité de jumelage";209-02;13000.00;
GOLDBERG;Daniel;"Socialiste, républicain et citoyen";"Commerçants de Neuburger";"49, Place Nicole Neuburger / 93140 Bondy (Krys Opticien)";"association de commerçants";134-02;6000.00;
GOLDBERG;Daniel;"Socialiste, républicain et citoyen";"Compagnie 6TD";"22, boulevard de Strasbourg / 93600 Aulnay-sous-Bois (Chez Olivier Consille)";"compagnie de danse";224-02;5000.00;
GOLDBERG;Daniel;"Socialiste, républicain et citoyen";"Confédération Sociale des Famille Rose des vents (CSF)";"8, rue Edgar Degas / 93600 Aulnay-sous-Bois (Chez Basile M'Bemba)";"association de locataires";109-02;8000.00;
GOLDBERG;Daniel;"Socialiste, républicain et citoyen";"Football Club Aulnaysien (FCA)";"Impasse Cérès / 93600 Aulnay-sous-Bois";"club de football";219-01;10000.00;
GOLDBERG;Daniel;"Socialiste, républicain et citoyen";"La Rage";"3, rue du Dauphiné / 93600  Aulnay-sous-Bois";Fonctionnement;224-02;10000.00;
GOLDBERG;Daniel;"Socialiste, républicain et citoyen";"Les relais du Cœur de la Seine-Saint-Denis (Les restos du cœur)";"Zone industrielle des petits ponts, 1-3 Georges Clemenceau / 93420 Villepinte";"local maraude des restos du cœur Aulnay-sous-Bois";304-14;12000.00;
GOLDBERG;Daniel;"Socialiste, républicain et citoyen";"Ligue de l'enseignement";"3, rue Recamier 75006 PARIS";"Soutien à l'action d'associations locales";163-02;1000.00;
GOLDBERG;Daniel;"Socialiste, républicain et citoyen";"Sit Muay Thai";"6, rue de Lorraine / 93600 Aulnay-sous-Bois (Chez Monsieur  Driss)";"association de boxe thaïlandaise";219-01;6000.00;
GOLDBERG;Daniel;"Socialiste, républicain et citoyen";"Stade de l'Est Pavillonais - Section Basket";"20, allée Anatole France /  93320 Les Pavillons-sous-Bois";"club de basketball";219-01;8000.00;
GOMES;Philippe;"Union des démocrates et indépendants";"Association Marguerite";"BP 95 La Foa 98880 Nouvelle-Calédonie";Fonctionnement;175-01;8368.00;
GOMES;Philippe;"Union des démocrates et indépendants";"Association Omnisports de Népoui";"à compléter";Fonctionnement;163-01;8368.00;
GOMES;Philippe;"Union des démocrates et indépendants";"Association sportive et culturelle  de GAICA de Nouméa";"BP 30212 - 98895 Nouméa Nouvelle-Calédonie";Fonctionnement;224-02;33548.00;
GOMES;Philippe;"Union des démocrates et indépendants";"Comité des Fêtes de Ouegoa";"BP 168 OUEGOA 98821 Nouvelle-Calédonie";Fonctionnement;131-01;8368.00;
GOMES;Philippe;"Union des démocrates et indépendants";"Comité organisateur des foires  expositions agricoles et artisanales de Koumac";"BP 1 - 98850 Koumac Nouvelle-Calédonie";Fonctionnement;206-02;8368.00;
GOMES;Philippe;"Union des démocrates et indépendants";"Cure our kids";"123 rue Auguste Bénébig - Nouméa               BP 8765 - 98847 Nouméa Cedex Nouvelle-Calédonie";Fonctionnement;204-14;4190.00;
GOMES;Philippe;"Union des démocrates et indépendants";"Farino plus Bô";"BP 24 - 98881 Farino  Nouvelle Calédonie";Fonctionnement;113-01;4190.00;
GOMES;Philippe;"Union des démocrates et indépendants";"Fédération calédonienne de Rodéo";"Lot J 135, FSH                        BP 297-98870 Bourail Nouvelle-Calédonie";Fonctionnement;219-02;8368.00;
