ID_SUBVENTION;NOM_BENEFICIAIRE;DESCRIPTION_SUBVENTION;ADRESSE_BENEFICIAIRE;PROGRAMME_PJL_FINANCE;MONTANT_SUBVENTION;PRENOM_NOM_DEPUTE_NOSDEPUTES;ID_DEPUTE_AN;ID_NOSDEPUTES;NOM_DEPUTE_NOSDEPUTES;PRENOM_DEPUTE_NOSDEPUTES;SEXE_DEPUTE;DATE_NAISSANCE_DEPUTE;LIEU_NAISSANCE_DEPUTE;ID_DEPARTEMENT;DEPARTEMENT_NOSDEPUTES;NUMERO_CIRCONSCRIPTION;DATE_DEBUT_MANDAT;DATE_FIN_MANDAT;MANDAT_CLOS;GROUPE_SIGLE;PARTI_RATTACHEMENT_FINANCIER;PROFESSION;PLACE_HEMICYCLE;URL_DEPUTE_AN;SLUG_NOSDEPUTES;URL_DEPUTE_NOSDEPUTES;API_NOSDEPUTES;NB_MANDATS
7335;Cour de cassation;Aide à l('achat de manuscrits de Portalis;5 Quai de l'Horloge 75055 Paris;165-06;30000;;Présidence de l'Assemblée (Réserve institutionnelle);;;;;;;;;;;;;;;;;;;;;
7336;Cour des Comptes  - ;Fonctionnement;13 rue Cambon 75001 PARIS - ;164-27;250000;;Présidence de l'Assemblée (Réserve institutionnelle);;;;;;;;;;;;;;;;;;;;;
7337;Courant d'air frais;Créer avec et pour le public différents projets artistiques;75013 Paris;224-02;1500;;609016;;;;;;;;;;;;;;;;;;;;;
7338;COURCELLES-EPAYELLES;travaux de mise en conformité de la cantine, au niveau des sanitaires;;122-01;8000;;998;;;;;;;;;;;;;;;;;;;;;
7339;courrir en Trièves;Trail des balcons de l'Obiou;;219-01;1000;;342415;;;;;;;;;;;;;;;;;;;;;
7340;Cours la Ville Cyclisme;Fonctionnement;;219-01;3000;;334843;;;;;;;;;;;;;;;;;;;;;
7341;Course des Roses;Fonctionnement;M. Pierre GARET - 11, place du Franc Marché - 60380 - Songeons;219-01;1000;;2048;;;;;;;;;;;;;;;;;;;;;
7342;Courzik'Festival;Fonctionnement;;224-02;1500;;417099;;;;;;;;;;;;;;;;;;;;;
7343;Couveuse d'entreprises ARIAC;Appui au démarrage de microentreprises en milieu rural, action collective de promotion et évènementiel;13 grand rue  - 34800 Villeneuvette;113-07;6000;;606586;;;;;;;;;;;;;;;;;;;;;
7344;Cowboy Hat dancers ;Fonctionnement;;219-01;3000;;422119;;;;;;;;;;;;;;;;;;;;;
7345;CPE des collèges du bassin Alpes-Sud-Isère;Financement d'un voyage à Paris, pour visite de l'Assemblée Nationale ;Mme Sylvie AMARD  - Avenue A.Briand - 38220 VIZILLE;230-06;2500;;332384;;;;;;;;;;;;;;;;;;;;;
7346;CPIE des Causses méridionaux;Valorisation des produits de l'élevage ovin, caprin et bovin et du pastoralisme;34 route St Pierre  - 34520 Le Caylar;224-02;8000;;606586;;;;;;;;;;;;;;;;;;;;;
7347;CPIE du Bassin de Thau;Sensibilisation de la population à la prévention contre la pollution du bassin de Thau pour préserver la conchyliculture;Parc technologique et environnemental Route des Salins  - 34140 Mèze;113-07;8000;;606586;;;;;;;;;;;;;;;;;;;;;
7348;CPIE Gâtine Poitevine;circuits courts dans restauration collective;;217-01;2000;;345994;;;;;;;;;;;;;;;;;;;;;
7349;CPIE Médoc;Acquisition de matériel pédagogique ;Monsieur Lapouyade, directeur, BP 9 - 15 route de Soulac 33123 Le Verdon sur Mer;230-06;5000;;331973;;;;;;;;;;;;;;;;;;;;;
7350;CQ Cernuschi Valentiny;Dépenses de fonctionnement;4            06100 NICE;;1000;;2667;;;;;;;;;;;;;;;;;;;;;
7351;CQ Cimiez Rimiez Brancolar Scuderi Commandant Gérôme;Dépenses de fonctionnement;                06000 Nice;;1000;;2667;;;;;;;;;;;;;;;;;;;;;
7352;CQ Comité Traditions Avenir ;Dépenses de fonctionnement;182 avenue de la Clua - 06100 Nice;;1000;;2667;;;;;;;;;;;;;;;;;;;;;
7353;CQ Haut Cimiez Rimiez;Dépenses de fonctionnement;Villa la Franciscaine - 26 avenue Cap de Croix - 06100 Nice;;1000;;2667;;;;;;;;;;;;;;;;;;;;;
7354;CQ Pasteur St Pons Florès;Dépenses de fonctionnement;7, montée Clément                06000 NICE;;1000;;2667;;;;;;;;;;;;;;;;;;;;;
7355;CQ Pessicart Mantéga Righi Cyrnos;Dépenses de fonctionnement;268 avenue de Pessicart           06100 NICE;;1000;;2667;;;;;;;;;;;;;;;;;;;;;
7356;CQ Pessicart Supérieur;Dépenses de fonctionnement;         06100 NICE;;1000;;2667;;;;;;;;;;;;;;;;;;;;;
7357;CQ St Maurice Borriglione Parc Chambrun Vallon des Fleurs;Dépenses de fonctionnement;06100 Nice;;1000;;2667;;;;;;;;;;;;;;;;;;;;;
7358;CQ St Sylvestre St Barthélémy Supérieur;Dépenses de fonctionnement;    06100 NICE;;1000;;2667;;;;;;;;;;;;;;;;;;;;;
7359;CQ Valrose Jeanne d'Arc;Dépenses de fonctionnement;06100 NICE;;1000;;2667;;;;;;;;;;;;;;;;;;;;;
7360;CRANCEY;Rénovation du bâtiment de la commune sis 2 Grande Rue;;122-01;1500;;369;;;;;;;;;;;;;;;;;;;;;
7361;CRAPSE;Fonctionnement;;230-01;1000;;267378;;;;;;;;;;;;;;;;;;;;;
7362;Crazy Jazz Band;Fonctionnement;;224-02;1000;;267204;;;;;;;;;;;;;;;;;;;;;
7363;CREA;Fonctionnement;;224-02;5000;;696;;;;;;;;;;;;;;;;;;;;;
7364;Crea-Danse;Fonctionnement;;224-02;1000;;1001;;;;;;;;;;;;;;;;;;;;;
7365;CREATIF;Fonctionnement;;219-01;1000;;267886;;;;;;;;;;;;;;;;;;;;;
7366;Crèche Les lapins bleus;Fonctionnement;;140-01;2000;;345937;;;;;;;;;;;;;;;;;;;;;
7367;Créche Parentale des Petits Pinsons;Fonctionnement;;140-01;8500;;1630;;;;;;;;;;;;;;;;;;;;;
7368;Créer avec la langue française;Fonctionnement;;224-02;2000;;687214;;;;;;;;;;;;;;;;;;;;;
7369;CRESUS;Fonctionnement;;106-03;1500;;267378;;;;;;;;;;;;;;;;;;;;;
7370;CRIIRAD;Aménagement nouveaux locaux;271 Av Victor Hugo - 26000 Valence;217-01;15000;;Groupe ECOLO;;;;;;;;;;;;;ECOLO;;;;;;;;
7371;CRIIREM;Acquisition logiciel;19-21 rue Thale?s de Milet, 72000 Le Mans ;217-01;5000;;Groupe ECOLO;;;;;;;;;;;;;ECOLO;;;;;;;;
7372;Crions d'couleurs;Fonctionnement;;177-11;2500;;606693;;;;;;;;;;;;;;;;;;;;;
7373;Croix blanche;Achat d'une ambulance;;204-12;32000;;2317;;;;;;;;;;;;;;;;;;;;;
7374;Croix Blanche d'Audenge;Fonctionnement;;128-02;1000;;606478;;;;;;;;;;;;;;;;;;;;;
7375;Croix Blanche de Gujan-Mestras;Fonctionnement;;128-02;1000;;606478;;;;;;;;;;;;;;;;;;;;;
7376;Croix Blanche du Cap-Ferret;Fonctionnement;;128-02;1000;;606478;;;;;;;;;;;;;;;;;;;;;
7377;Croix Rouge de Villeneuve-sur-Lot;Fonctionnement;Rue Tout y Croît 47300 VILLENEUVE-SUR-LOT;177-11;3500;;695511;;;;;;;;;;;;;;;;;;;;;
7378;Croix Rouge;Fonctionnement;;177-11;1000;;1012;;;;;;;;;;;;;;;;;;;;;
7379;Croix Rouge;Fonctionnement;;177-11;4000;;606478;;;;;;;;;;;;;;;;;;;;;
7380;Croix Rouge;Acquisition container de stockage;4 route de Vergetot - 76280 CRIQUETOT L'ESNEVAL;177-11;1500;;609218;;;;;;;;;;;;;;;;;;;;;
7381;Croix Rouge - Délégation belfortaine;Fonctionnement;;177-11;2000;;267327;;;;;;;;;;;;;;;;;;;;;
7382;Croix Rouge - Délégation du 5e;Fonctionnement;;177-11;2000;;1310;;;;;;;;;;;;;;;;;;;;;
7383;Croix Rouge de Pont Audemer;Dépenses de fonctionnement; 27500 PONT AUDEMER;;1500;;2236;;;;;;;;;;;;;;;;;;;;;
7384;CROIX ROUGE FRANCAISE;Fonctionnement;;163-01;5000;;606161;;;;;;;;;;;;;;;;;;;;;
7385;Croix rouge française;Prévenir toutes les souffrances humaines;123, Grande Rue  - 25000 Besançon;177-11;1500;;605963;;;;;;;;;;;;;;;;;;;;;
7386;Croix Rouge française;Soutien à l'investissement pour l'achat d'un camion frigorifique destiné à desservir les épiceries sociales;25 rue Bretonneau 37000 Tours;177-11;2500;;606793;;;;;;;;;;;;;;;;;;;;;
7387;Croix Rouge Française;Fonctionnement;;177-11;1000;;856;;;;;;;;;;;;;;;;;;;;;
7388;Croix Rouge Française;Fonctionnement;Mme Sylvie JACQUIER-GASPARINI, Présidente - Espace Léman 2 - Chemin du Pré Biollat - 74200 - Anthy sur Léman;177-11;2000;;267532;;;;;;;;;;;;;;;;;;;;;
7389;Croix Rouge Française;Fonctionnement;;177-11;5000;;1630;;;;;;;;;;;;;;;;;;;;;
7390;Croix rouge française;Fonctionnement;;177-11;3000;;1931;;;;;;;;;;;;;;;;;;;;;
7391;Croix Rouge Française;Fonctionnement;;177-11;1000;;267512;;;;;;;;;;;;;;;;;;;;;
7392;Croix rouge française;Travaux de réaménagement d'un local pour installer une Halte Répit Détente Alzheimer ;175 rue Emile Zola 46000 Cahors;204-14;1000;;332950;;;;;;;;;;;;;;;;;;;;;
7393;Croix Rouge Française;Réalisation d'une épicerie sociale;M. Philippe PUGET - 16, avenue des Combattants - 78220 - Viroflay;177-11;5000;;267605;;;;;;;;;;;;;;;;;;;;;
7394;Croix Rouge Française Paris 15ème;Fonctionnement;;177-11;3000;;1521;;;;;;;;;;;;;;;;;;;;;
7395;Croix-Rouge de Saint-Martin;Fonctionnement;;177-11;3500;;610830;;;;;;;;;;;;;;;;;;;;;
7396;Croq' la Vie;Fonctionnement;;204-14;1000;;267512;;;;;;;;;;;;;;;;;;;;;
7397;Croq'Soleil;Gestion épicerie sociale et attribution de denrées alimentaires;67 E, rue de Chazeule  - 25000 Besançon;304-14;1500;;605963;;;;;;;;;;;;;;;;;;;;;
7398;Croque la Vie;Fonctionnement;;140-01;1000;;1630;;;;;;;;;;;;;;;;;;;;;
7399;Crozon Littoral Environnement;Oeuvre à la protection et à l'amélioration du littoral et de ses abords dans le respect de l'environnement;14, rue Amiral Linois. 29160 Crozon;113-07;4000;;606171;;;;;;;;;;;;;;;;;;;;;
7400;CRS 45;Fonctionnement;;176-06;1000;;334906;;;;;;;;;;;;;;;;;;;;;
7401;Cry d'Err;Organisation d'un spectacle ;Mme Nelly HERVE - 11 rue de Cadix - 75015 - Paris;224-02;1500;;230329;;;;;;;;;;;;;;;;;;;;;
7402;CS Ozon Football;Fonctionnement;;219-01;1500;;267591;;;;;;;;;;;;;;;;;;;;;
7403;CS Vienne Rugby;Montée Fédérale 1;6 rue Cornemuse 38200 VIENNE;219-01;16000;;606899;;;;;;;;;;;;;;;;;;;;;
7404;CSA Football;Fonctionnement;;219-01;1000;;267148;;;;;;;;;;;;;;;;;;;;;
7405;CSAKB;Tournoi de football et tournoi des familles (handball);53, rue du Professeur Bergonié 94270 Le Kremlin-Bicêtre.;219-01;7500;;610481;;;;;;;;;;;;;;;;;;;;;
7406;CSAV Aviron;Fonctionnement;;219-01;1500;;230;;;;;;;;;;;;;;;;;;;;;
7407;CSAV Handball;Fonctionnement;;219-01;5000;;230;;;;;;;;;;;;;;;;;;;;;
7408;CSB de Bourtzwiller ;Achats de matériel pour club de football;68200  MULHOUSE ;;5000;;216574;;;;;;;;;;;;;;;;;;;;;
7409;CSBJ Handisport;Fonctionnement;;157-01;1000;;2250;;;;;;;;;;;;;;;;;;;;;
7410;Csc L'Escale;Fonctionnement;;106-03;3000;;2707;;;;;;;;;;;;;;;;;;;;;
7411;Csc Victor Schoelcher;Fonctionnement;;106-03;5000;;2707;;;;;;;;;;;;;;;;;;;;;
7412;CSL - Club Sportif de Lagnieu;Fonctionnement;;219-01;1000;;1012;;;;;;;;;;;;;;;;;;;;;
7413;Cté de communes de CAP DE GASCOGNE;Extension de la zone industrielle du Péré à Saint-Sever;;122-01;20000;;1252;;;;;;;;;;;;;;;;;;;;;
7414;Cté de communes de Douve/Divette;Crèche;;122-01;10000;;642836;;;;;;;;;;;;;;;;;;;;;
7415;Cté de communes de Mugron;Réfection de la voirie (programme 2013);;122-01;33000;;Groupe SRC;;;;;;;;;;;;;SRC;;;;;;;;
7416;Cté de communes du Grand Pic Saint Loup;Aménagements des abords de la piscine intercommunale du Pic St Loup;;122-01;11100;;606586;;;;;;;;;;;;;;;;;;;;;
7417;Cté de communes du Grand Pic Saint Loup;Rénovation du musée du Pic St Loup aux Matelles;;122-01;10000;;606586;;;;;;;;;;;;;;;;;;;;;
7418;Cté de communes du Val de Sarthe;Création établissement artistique;Com Com Val de Sarthe;122-01;20000;;Groupe SRC;;;;;;;;;;;;;SRC;;;;;;;;
7419;CTT Bruille;Achats de matériels;;219-01;7000;;267492;;;;;;;;;;;;;;;;;;;;;
7420;Cub des Sports de Valberg;Fonctionnement;;219-01;1000;;267680;;;;;;;;;;;;;;;;;;;;;
7421;Cueille la vie;aide aux personnes dépendantes;;157-05;2000;;342415;;;;;;;;;;;;;;;;;;;;;
7422;Culture Animations et Projets de Saint-Amarin;Fonctionnement;;224-02;1000;;267013;;;;;;;;;;;;;;;;;;;;;
7423;Culture Danse;Fonctionnement;;224-02;4000;;334149;;;;;;;;;;;;;;;;;;;;;
7424;Culture et loisirs;Fonctionnement;;224-02;1000;;267886;;;;;;;;;;;;;;;;;;;;;
7425;Culture et Loisirs d'Aubergenville;Fonctionnement;;224-02;1000;;609442;;;;;;;;;;;;;;;;;;;;;
7426;Culture et Loisirs de Noailles;Fonctionnement;M. Didier LALANNE - 171, rue de la Grange aux Dîmes - 60430 - Noailles;224-02;1000;;2048;;;;;;;;;;;;;;;;;;;;;
7427;Culture insertion et prévention;Promotion des cultures et de la solidarité;80090 Amiens;304-13;2400;;609520;;;;;;;;;;;;;;;;;;;;;
7428;Culture Loisirs Action du Plouich;Fonctionnement;;224-02;2000;;1459;;;;;;;;;;;;;;;;;;;;;
7429;Culture sur cour;soutien aux projets d'animation du quartier, notamment d'accompagnement scolaire, de médiation enfant-jeune- famille portés par un ensemble de partenaires du quartier Amiraux Simplon;147 rue Clignancourt ;224-02;10000;;735;;;;;;;;;;;;;;;;;;;;;
7430;Culture'mania;Développement de l'activité cinéma et mise-en-œuvre d'un festival de cinéma 3D;Espace Nova 997 avenue Jean Moulin - 13880 Velaux;224-02;13000;;642684;;;;;;;;;;;;;;;;;;;;;
7431;Cultures du Cœur;Fonctionnement;;177-11;1000;;2529;;;;;;;;;;;;;;;;;;;;;
7432;Cultures du Cœur;Fonctionnement;;177-11;1000;;267013;;;;;;;;;;;;;;;;;;;;;
7433;Cultures du cœur Haut-Rhin;Fonctionnement;M. Guillaume GERMAIN, Président - 9b, rue de Berrwiller  - 68700 WATTWILLER;177-11;1000;;267227;;;;;;;;;;;;;;;;;;;;;
7434;Cultures en Volvestre;Fonctionnement;Mairie                                                          31310  MONTESQUIEU-VOLVESTRE;224-02;5000;;1936;;;;;;;;;;;;;;;;;;;;;
7435;Cuzance Patrimoine;Edition recueil croix publiques;La Bouysse haute - 46600 Cuzance;224-02;1000;;Groupe SRC;;;;;;;;;;;;;SRC;;;;;;;;
7436;Cuzieu Art et Culture;Fonctionnement;;224-02;1000;;605036;;;;;;;;;;;;;;;;;;;;;
7437;Cycle musical Landunvez;Fonctionnement;;224-02;2000;;606149;;;;;;;;;;;;;;;;;;;;;
7438;Cyclisme du Haut-Allier 43;Fonctionnement;;219-01;1000;;607090;;;;;;;;;;;;;;;;;;;;;
7439;Cyclo Club de Limours;Fonctionnement;;219-01;1000;;267628;;;;;;;;;;;;;;;;;;;;;
7440;Cyclo club de L'Isle-Adam;Fonctionnement;;219-01;1000;;267886;;;;;;;;;;;;;;;;;;;;;
7441;Cyclo Touriste Caladois;équipement en matériels;;219-01;3000;;2377;;;;;;;;;;;;;;;;;;;;;
7442;Cycloclub La Moulinette;Fonctionnement;;219-01;1000;;330788;;;;;;;;;;;;;;;;;;;;;
7443;Cyclo-Club de Nogent;Fonctionnement;;219-01;1000;;1031;;;;;;;;;;;;;;;;;;;;;
7444;CYCL'ONE;Création documentaire;;224-02;10000;;Groupe SRC;;;;;;;;;;;;;SRC;;;;;;;;
7445;Cyprès;Fonctionnement;;181-10;10000;;1761;;;;;;;;;;;;;;;;;;;;;
7446;Da Storm;Développement et diffusion de la culture Hip-Hop;1, rue Ménard  - 30000 Nîmes;224-02;4800;;606258;;;;;;;;;;;;;;;;;;;;;
7447;Dames de Coeur;Fonctionnement;;204-14;1000;;343623;;;;;;;;;;;;;;;;;;;;;
7448;Dangerous Team;Fonctionnement;M. Stéphane KURTZ - 837, avenue de Lonnaz - 74200 - Allinges;219-01;2000;;267532;;;;;;;;;;;;;;;;;;;;;
7449;Dans'Âm;Fonctionnement;c/o Maison du Centre - 7, rue du Maréchal Maison - 93800 Epinay-sur-Seine;;10000;;Groupe SRC;;;;;;;;;;;;;SRC;;;;;;;;
7450;Danse en Ile de France ;Fonctionnement;;219-01;1000;;422119;;;;;;;;;;;;;;;;;;;;;
7451;Danse et Gym du Bois;Fonctionnement;;219-01;1000;;267628;;;;;;;;;;;;;;;;;;;;;
7452;Danse et Spectacle;Fonctionnement;Mme Sophie MICHAUT - 18, rue Veuve Sénéchal - 60 000 - Beauvais;219-01;1000;;2048;;;;;;;;;;;;;;;;;;;;;
7453;De bouche à oreille;Promotion et développement du spectacle vivant;27, rue du Fbg Figuerolles  - 34070 Montpellier;224-02;5000;;606545;;;;;;;;;;;;;;;;;;;;;
7454;De L'art;Dépenses de fonctionnement; 06000 NICE;;1000;;2667;;;;;;;;;;;;;;;;;;;;;
7455;Découvrir;Fonctionnement;;224-02;1000;;345937;;;;;;;;;;;;;;;;;;;;;
7456;Défense de l'Environnement de la Commune du Mas;Fonctionnement;;163-01;1000;;267680;;;;;;;;;;;;;;;;;;;;;
7457;Défense de l'Environnement, du Cadre de Vie et du Patrimoine;Fonctionnement;;113-01;2000;;267743;;;;;;;;;;;;;;;;;;;;;
7458;DEFENSE SUD VALLEE AISNE;Fonctionnement;;113-01;1000;;2952;;;;;;;;;;;;;;;;;;;;;
7459;Défenseur des droits;Fonctionnement;7 rue Saint-Florentin 75008  PARIS;308-09;50000;;Présidence de l'Assemblée (Réserve institutionnelle);;;;;;;;;;;;;;;;;;;;;
7460;DEFI;Aide au financement d’un festival DEFI’stival 2013;108 rue de Bourgogne, 45000 ORLEANS;224-02;12000;;607256;;;;;;;;;;;;;;;;;;;;;
7461;Dèlégation Morbihannaise de l'Association Nationale des Pupilles de la Nation des Ophelins de Guerre et du Devoir;Fonctionnement;;169-03;1000;;607603;;;;;;;;;;;;;;;;;;;;;
7462;Dep'art;Fonctionnement;;224-02;1000;;330788;;;;;;;;;;;;;;;;;;;;;
7463;Département Educatif de la Jeunesse Juive DEJJ;Dépenses de fonctionnement;06000 NICE;;1000;;2667;;;;;;;;;;;;;;;;;;;;;
7464;Départementale des Protection Civile du Var;Fonctionnement;;128-03;2000;;1483;;;;;;;;;;;;;;;;;;;;;
7465;Des Amis du Château;Fonctionnement;;175-01;10000;;267165;;;;;;;;;;;;;;;;;;;;;
7466;Des Amis du Cheval de Genech;Fonctionnement;;219-01;7500;;1857;;;;;;;;;;;;;;;;;;;;;
7467;Des Amis du Pèlerinage de Notre Dame de la Roche;Fonctionnement;;232-04;1000;;334843;;;;;;;;;;;;;;;;;;;;;
7468;Des Amis et des livres;Fonctionnement;;224-02;500;;267429;;;;;;;;;;;;;;;;;;;;;
7469;Des artistes à la campagne;Développer des activités artistiques, spectacle vivant en milieu rural;12, rue du Moulin de Seut  - 25360 Champlive;224-02;3000;;605963;;;;;;;;;;;;;;;;;;;;;
7470;Des Collections et Amis du Musée du Cinéma et de la Photographie;Fonctionnement;;175-03;2500;;267551;;;;;;;;;;;;;;;;;;;;;
7471;Des Jardins Familiaux du Mesnil-le-Roi;Fonctionnement;;106-03;2500;;2257;;;;;;;;;;;;;;;;;;;;;
7472;des rêves et des sentes;acquisition de materiel de randonées pour des personnes handicapées;;157-01;1000;;342415;;;;;;;;;;;;;;;;;;;;;
7473;Des Souvenir pour tous;Fonctionnement;29, avenue Georges Pompidou - 69003 Lyon;219-01;5000;;334768;;;;;;;;;;;;;;;;;;;;;
7474;Desclicks l'Informatique Solidaire;Fonctionnement;;163-02;2000;;2707;;;;;;;;;;;;;;;;;;;;;
7475;Détente Gym et Loisirs De Thury;Fonctionnement;;219-01;1000;;267743;;;;;;;;;;;;;;;;;;;;;
7476;Deux rayons de soleil;Achat d'un véhicule;53100 Mayenne;;1000;;267042;;;;;;;;;;;;;;;;;;;;;
7477;Développement du Rail et des Transports Collectifs des Pays de Saverne et de Sarrebourg (ADRESS);Fonctionnement;;203-10;1000;;608416;;;;;;;;;;;;;;;;;;;;;
7478;DIA DANCE;Fonctionnement;;219-01;2000;;346876;;;;;;;;;;;;;;;;;;;;;
7479;Diaconat - Entraide protestante;Aide alimentaire;29, quai Vauban  - 25000 Besançon;304-14;1500;;605963;;;;;;;;;;;;;;;;;;;;;
7480;Dialogues Européens d'Evian - EURCASIA;Fonctionnement;M. DRUESNE, Président - 121, route des Châtaigniers - 74350 - Allonzier la Caille;224-06;17000;;267532;;;;;;;;;;;;;;;;;;;;;
7481;Dieppe UC Rugby;achat matériel et équipements;Monsieur Stéphane LAUNAY, Président  Stade Jean Mérault 76 200 DIEPPE;219-01;2000;;304016;;;;;;;;;;;;;;;;;;;;;
7482;DIERREY SAINT JULIEN;Requalification du Centre bourg - Tranche 2 : enfouissement des réseaux, cour de la salle des fêtes;;122-01;15000;;369;;;;;;;;;;;;;;;;;;;;;
7483;DIIARA;Développer l’accès aux nouvelles technologies de l’information et la communication en Afrique;75 Paris;163-02;3000;;609016;;;;;;;;;;;;;;;;;;;;;
7484;Dim Dam Doum - maison d'assitantes maternelles; Aménagement d’installations/ petite enfance;53300 AMBRIERES LES VALLEES;;4000;;267042;;;;;;;;;;;;;;;;;;;;;
7485;Direkt Tribal Family;Soutien dynamique culturelle du quartier;4, place Pythagore -  C/o Cscs Valdegour  - 30900 Nîmes;224-02;8000;;606258;;;;;;;;;;;;;;;;;;;;;
7486;Dispositif Eco-Garde;Fonctionnement;;163-01;1000;;609442;;;;;;;;;;;;;;;;;;;;;
7487;Distillateurs Ambulants;Soutien financier pour congrès national;820 le Bocage;224-02;2000;;609218;;;;;;;;;;;;;;;;;;;;;
7488;DISTRICT 37;action lutte contre les incivilités;2 avenue Camille Chautemps 37000 TOURS;224-02;3000;;332305;;;;;;;;;;;;;;;;;;;;;
7489;District de l'Yonne Football;Fonctionnement;;219-01;1000;;336576;;;;;;;;;;;;;;;;;;;;;
7490;Diwan Breizh;Ecole associative bilingue français-breton;29411 Landerne;139-02;1000;;607619;;;;;;;;;;;;;;;;;;;;;
7491;Diwan Paris;Apprentissage du bilinguisme breton-français;12, rue Georges Citerne  - 75015 Paris;139-09;2500;;609016;;;;;;;;;;;;;;;;;;;;;
7492;Dix de cœur;Fonctionnement;;177-11;1000;;267886;;;;;;;;;;;;;;;;;;;;;
7493;DK Staps;Fonctionnement;;231-03;1000;;267762;;;;;;;;;;;;;;;;;;;;;
7494;Doc forum;Fonctionnement;c/o Commune de Lyon 1er,  - 2 Place Sathonay - 69001 LYON;224-02;5000;;334768;;;;;;;;;;;;;;;;;;;;;
7495;DOJO de Saint André;Dépenses de fonctionnement;    06730 ST ANDRE DE LA ROCHE;;1000;;2667;;;;;;;;;;;;;;;;;;;;;
7496;Dojo des Iles d'Or;Fonctionnement;;219-01;3000;;1483;;;;;;;;;;;;;;;;;;;;;
7497;Dojo Midori No Bokujo;Fonctionnement;;219-01;1000;;2796;;;;;;;;;;;;;;;;;;;;;
7498;DOJO ROMANAIS;aide au déplacements sur les compétitions et les stages 2013;Maison du judo - 89 avenue Adolph Figuet 26100 ROMANS;219-01;3500;;606030;;;;;;;;;;;;;;;;;;;;;
7499;Dojo Salanquais;Fonctionnement;;219-01;1000;;344492;;;;;;;;;;;;;;;;;;;;;
7500;Dokman Epinay Taekwondo;Fonctionnement;;219-01;1000;;267628;;;;;;;;;;;;;;;;;;;;;
7501;Dole Athlétique Club;Fonctionnement;;219-01;2000;;267204;;;;;;;;;;;;;;;;;;;;;
7502;Domaine équestre de Sasselange;Fonctionnement;;219-01;1000;;267429;;;;;;;;;;;;;;;;;;;;;
7503;DOMELIERS;travaux de rénovation du monument aux morts;;122-01;2900;;998;;;;;;;;;;;;;;;;;;;;;
7504;DOMFRONT;Aménagement de la mairie pour accessibilité handicapé et norme electrique ;;122-01;9000;;998;;;;;;;;;;;;;;;;;;;;;
7505;Don de sang bénévole La Ricamarie;Fonctionnement;;204-17;500;;267429;;;;;;;;;;;;;;;;;;;;;
7506;Don du Sang;Fonctionnement;;204-17;1000;;266774;;;;;;;;;;;;;;;;;;;;;
7507;Don du sang Tourcoing;Fonctionnement;;204-17;2000;;607846;;;;;;;;;;;;;;;;;;;;;
7508;Donner des ailes;Fonctionnement;;224-02;1000;;344492;;;;;;;;;;;;;;;;;;;;;
7509;Donneurs de Sang Bénévoles CHATEAUDUN;Aide au fonctionnement/ dons du sang;28200 CHATEAUDUN;;1700;;331582;;;;;;;;;;;;;;;;;;;;;
7510;Donneurs de Sang de Guérande;Fonctionnement;;204-17;1000;;267728;;;;;;;;;;;;;;;;;;;;;
7511;Donneurs de Sang de Saint Saturnin;Fonctionnement;;204-17;1000;;336316;;;;;;;;;;;;;;;;;;;;;
7512;Donneurs de Sang de Villelaure;Fonctionnement;;204-17;2500;;336316;;;;;;;;;;;;;;;;;;;;;
7513;Douar Alré;Fonctionnement;;175-07;5000;;607603;;;;;;;;;;;;;;;;;;;;;
7514;Douarnenez Communauté;Construction d'une maison de l'enfance multi-accueil;;122-01;30000;;331658;;;;;;;;;;;;;;;;;;;;;
7515;Double Clic;Fonctionnement;;163-01;1000;;336576;;;;;;;;;;;;;;;;;;;;;
7516;DOZIThéâtre;Fonctionnement;;224-02;1500;;951;;;;;;;;;;;;;;;;;;;;;
7517;Dracénie Solidarités;Fonctionnement;;177-11;1000;;314;;;;;;;;;;;;;;;;;;;;;
7518;DRUM'S;Fonctionnement;;224-02;2000;;2876;;;;;;;;;;;;;;;;;;;;;
7519;Du café des pratiques;Créer, promouvoir et expérimenter lieu alternatif de rencontres…;105 bis, rue de Belfort  - 25000 Besançon;163-01;5000;;605963;;;;;;;;;;;;;;;;;;;;;
7520;DUCT démocratie locale - Ville de Paris;Soutien aux actions territorialisées des quartiers sensibles;;163-01;20000;;335319;;;;;;;;;;;;;;;;;;;;;
7521;DUNOIS LOISIRS;loisirs activités manuelles ludiques ou physiques, sorties et voyages;28200 CHATEAUDUN;;1500;;331582;;;;;;;;;;;;;;;;;;;;;
7522;DURANNE;Fonctionnement;;147-01;8000;;1761;;;;;;;;;;;;;;;;;;;;;
7523;Dynam Contact;Fonctionnement;;219-01;500;;267429;;;;;;;;;;;;;;;;;;;;;
7524;E R M A;Fonctionnement;;219-01;1000;;345937;;;;;;;;;;;;;;;;;;;;;
7525;E.S.L Francheville;Fonctionnement;;219-01;1000;;2801;;;;;;;;;;;;;;;;;;;;;
7526;E2S Pays de Vannes - - Pôle de développement de l'Economie sociale et solidaire;Etude sur les potentiels de mutualisation entre structures de l'ESS, développement et accompagnement de l'entreprenariat en ESS, - actions en faveur de l'innovation sociale - ;Maison de la famille  - 47 rue Ferdinand Le Dressay -  - BP 74 - 56 002 VANNES Cedex;147-01;10000;;607595;;;;;;;;;;;;;;;;;;;;;
